x,y,phase_id,grain_id,avg_phi_1,avg_Phi,avg_phi_2
0,740,2,17,355.2368276,135.9688594,130.7287208
0,750,2,17,355.2368276,135.9688594,130.7287208
0,760,2,2,355.4591741,168.0750366,146.8455008
0,770,2,2,355.4591741,168.0750366,146.8455008
0,780,2,2,355.4591741,168.0750366,146.8455008
0,790,2,2,355.4591741,168.0750366,146.8455008
0,800,2,2,355.4591741,168.0750366,146.8455008
0,810,2,2,355.4591741,168.0750366,146.8455008
0,820,2,2,355.4591741,168.0750366,146.8455008
0,830,2,2,355.4591741,168.0750366,146.8455008
0,840,2,2,355.4591741,168.0750366,146.8455008
0,850,2,2,355.4591741,168.0750366,146.8455008
0,860,2,2,355.4591741,168.0750366,146.8455008
0,870,2,2,355.4591741,168.0750366,146.8455008
0,880,2,2,355.4591741,168.0750366,146.8455008
0,890,2,2,355.4591741,168.0750366,146.8455008
0,900,2,2,355.4591741,168.0750366,146.8455008
0,910,2,2,355.4591741,168.0750366,146.8455008
0,920,2,2,355.4591741,168.0750366,146.8455008
0,930,2,2,355.4591741,168.0750366,146.8455008
0,940,2,2,355.4591741,168.0750366,146.8455008
0,950,2,2,355.4591741,168.0750366,146.8455008
0,960,2,2,355.4591741,168.0750366,146.8455008
0,970,2,2,355.4591741,168.0750366,146.8455008
0,980,2,2,355.4591741,168.0750366,146.8455008
0,990,2,2,355.4591741,168.0750366,146.8455008
0,1000,2,2,355.4591741,168.0750366,146.8455008
0,1010,2,30,39.21251045,138.4790456,166.2622291
0,1020,2,30,39.21251045,138.4790456,166.2622291
0,1030,2,30,39.21251045,138.4790456,166.2622291
0,1040,2,30,39.21251045,138.4790456,166.2622291
0,1050,2,30,39.21251045,138.4790456,166.2622291
0,1060,2,10,85.90265056,123.7552208,207.8502312
0,1070,2,10,85.90265056,123.7552208,207.8502312
0,1080,2,10,85.90265056,123.7552208,207.8502312
0,1090,2,10,85.90265056,123.7552208,207.8502312
0,1100,2,10,85.90265056,123.7552208,207.8502312
0,1110,2,1,193.0525107,160.8782043,327.1967321
0,1120,2,1,193.0525107,160.8782043,327.1967321
0,1130,2,1,193.0525107,160.8782043,327.1967321
0,1140,2,1,193.0525107,160.8782043,327.1967321
0,1150,2,1,193.0525107,160.8782043,327.1967321
0,1160,2,1,193.0525107,160.8782043,327.1967321
0,1170,2,1,193.0525107,160.8782043,327.1967321
0,1180,2,1,193.0525107,160.8782043,327.1967321
0,1190,2,1,193.0525107,160.8782043,327.1967321
0,1200,2,1,193.0525107,160.8782043,327.1967321
0,1210,2,5,166.9964009,142.3835293,281.2534259
0,1220,2,5,166.9964009,142.3835293,281.2534259
0,1230,2,5,166.9964009,142.3835293,281.2534259
0,1240,2,5,166.9964009,142.3835293,281.2534259
0,1250,2,5,166.9964009,142.3835293,281.2534259
0,1260,2,5,166.9964009,142.3835293,281.2534259
0,1270,2,5,166.9964009,142.3835293,281.2534259
0,1280,2,5,166.9964009,142.3835293,281.2534259
0,1290,2,5,166.9964009,142.3835293,281.2534259
0,1300,2,5,166.9964009,142.3835293,281.2534259
0,1310,2,5,166.9964009,142.3835293,281.2534259
0,1320,2,5,166.9964009,142.3835293,281.2534259
0,1330,2,5,166.9964009,142.3835293,281.2534259
0,1340,2,5,166.9964009,142.3835293,281.2534259
0,1350,2,7,36.11479652,164.6851317,190.994897
0,1360,2,7,36.11479652,164.6851317,190.994897
0,1370,2,7,36.11479652,164.6851317,190.994897
0,1380,2,7,36.11479652,164.6851317,190.994897
0,1390,2,7,36.11479652,164.6851317,190.994897
0,1400,2,7,36.11479652,164.6851317,190.994897
0,1410,2,7,36.11479652,164.6851317,190.994897
0,1420,2,7,36.11479652,164.6851317,190.994897
0,1430,2,7,36.11479652,164.6851317,190.994897
0,1440,2,7,36.11479652,164.6851317,190.994897
0,1450,2,7,36.11479652,164.6851317,190.994897
0,1460,2,7,36.11479652,164.6851317,190.994897
0,1470,2,22,167.087093,143.2481907,281.3054111
0,1480,2,22,167.087093,143.2481907,281.3054111
0,1490,2,22,167.087093,143.2481907,281.3054111
0,1500,2,22,167.087093,143.2481907,281.3054111
0,1510,2,22,167.087093,143.2481907,281.3054111
0,1520,2,22,167.087093,143.2481907,281.3054111
0,1530,2,22,167.087093,143.2481907,281.3054111
0,1540,2,6,37.39133565,137.3221655,163.9789101
0,1550,2,6,37.39133565,137.3221655,163.9789101
0,1560,2,6,37.39133565,137.3221655,163.9789101
0,1570,2,6,37.39133565,137.3221655,163.9789101
0,1580,2,6,37.39133565,137.3221655,163.9789101
0,1590,2,6,37.39133565,137.3221655,163.9789101
0,1600,2,6,37.39133565,137.3221655,163.9789101
0,1610,2,6,37.39133565,137.3221655,163.9789101
0,1620,2,6,37.39133565,137.3221655,163.9789101
0,1630,2,13,60.96208153,130.3775903,173.9060003
0,1640,2,13,60.96208153,130.3775903,173.9060003
0,1650,2,19,69.5064471,156.8473176,208.6924896
0,1660,2,19,69.5064471,156.8473176,208.6924896
0,1670,2,19,69.5064471,156.8473176,208.6924896
0,1680,2,19,69.5064471,156.8473176,208.6924896
0,1690,2,19,69.5064471,156.8473176,208.6924896
0,1700,2,19,69.5064471,156.8473176,208.6924896
0,1710,2,19,69.5064471,156.8473176,208.6924896
0,1720,2,19,69.5064471,156.8473176,208.6924896
0,1730,2,19,69.5064471,156.8473176,208.6924896
0,1740,2,19,69.5064471,156.8473176,208.6924896
0,1750,2,19,69.5064471,156.8473176,208.6924896
0,1760,2,19,69.5064471,156.8473176,208.6924896
0,1770,2,19,69.5064471,156.8473176,208.6924896
0,1780,2,19,69.5064471,156.8473176,208.6924896
0,1790,2,19,69.5064471,156.8473176,208.6924896
0,1800,2,19,69.5064471,156.8473176,208.6924896
0,1810,2,19,69.5064471,156.8473176,208.6924896
0,1820,2,19,69.5064471,156.8473176,208.6924896
10,100,2,26,4.722248916,127.666674,178.7122321
10,110,2,26,4.722248916,127.666674,178.7122321
10,120,2,26,4.722248916,127.666674,178.7122321
10,130,2,26,4.722248916,127.666674,178.7122321
10,140,2,26,4.722248916,127.666674,178.7122321
10,150,2,26,4.722248916,127.666674,178.7122321
10,160,2,26,4.722248916,127.666674,178.7122321
10,170,2,26,4.722248916,127.666674,178.7122321
10,180,2,26,4.722248916,127.666674,178.7122321
10,190,2,26,4.722248916,127.666674,178.7122321
10,200,2,26,4.722248916,127.666674,178.7122321
10,210,2,26,4.722248916,127.666674,178.7122321
10,220,2,26,4.722248916,127.666674,178.7122321
10,230,2,26,4.722248916,127.666674,178.7122321
10,240,2,26,4.722248916,127.666674,178.7122321
10,250,2,26,4.722248916,127.666674,178.7122321
10,260,2,26,4.722248916,127.666674,178.7122321
10,270,2,26,4.722248916,127.666674,178.7122321
10,280,2,8,74.10726756,160.0466579,202.3001954
10,290,2,8,74.10726756,160.0466579,202.3001954
10,300,2,3,158.1258476,168.5116458,306.8415826
10,310,2,3,158.1258476,168.5116458,306.8415826
10,320,2,11,221.4885537,167.1040082,332.0281943
10,330,2,3,158.1258476,168.5116458,306.8415826
10,340,2,3,158.1258476,168.5116458,306.8415826
10,350,2,3,158.1258476,168.5116458,306.8415826
10,360,2,3,158.1258476,168.5116458,306.8415826
10,370,2,3,158.1258476,168.5116458,306.8415826
10,380,2,3,158.1258476,168.5116458,306.8415826
10,390,2,3,158.1258476,168.5116458,306.8415826
10,400,2,3,158.1258476,168.5116458,306.8415826
10,410,2,3,158.1258476,168.5116458,306.8415826
10,420,2,41,355.2434514,136.5522163,130.7697434
10,430,2,41,355.2434514,136.5522163,130.7697434
10,440,2,41,355.2434514,136.5522163,130.7697434
10,450,2,41,355.2434514,136.5522163,130.7697434
10,460,2,41,355.2434514,136.5522163,130.7697434
10,470,2,41,355.2434514,136.5522163,130.7697434
10,480,2,41,355.2434514,136.5522163,130.7697434
10,490,2,41,355.2434514,136.5522163,130.7697434
10,500,2,41,355.2434514,136.5522163,130.7697434
10,510,2,53,184.1129684,153.0062619,321.4970961
10,520,2,53,184.1129684,153.0062619,321.4970961
10,530,2,53,184.1129684,153.0062619,321.4970961
10,540,2,53,184.1129684,153.0062619,321.4970961
10,550,2,53,184.1129684,153.0062619,321.4970961
10,560,2,53,184.1129684,153.0062619,321.4970961
10,570,2,53,184.1129684,153.0062619,321.4970961
10,580,2,17,355.2368276,135.9688594,130.7287208
10,590,2,17,355.2368276,135.9688594,130.7287208
10,600,2,17,355.2368276,135.9688594,130.7287208
10,610,2,9,184.2079763,153.3048316,321.5443341
10,620,2,9,184.2079763,153.3048316,321.5443341
10,630,2,9,184.2079763,153.3048316,321.5443341
10,640,2,17,355.2368276,135.9688594,130.7287208
10,650,2,17,355.2368276,135.9688594,130.7287208
10,660,2,17,355.2368276,135.9688594,130.7287208
10,670,2,17,355.2368276,135.9688594,130.7287208
10,680,2,17,355.2368276,135.9688594,130.7287208
10,690,2,17,355.2368276,135.9688594,130.7287208
10,700,2,17,355.2368276,135.9688594,130.7287208
10,710,2,17,355.2368276,135.9688594,130.7287208
10,720,2,17,355.2368276,135.9688594,130.7287208
10,730,2,17,355.2368276,135.9688594,130.7287208
10,740,2,17,355.2368276,135.9688594,130.7287208
10,750,2,17,355.2368276,135.9688594,130.7287208
10,760,2,2,355.4591741,168.0750366,146.8455008
10,770,2,2,355.4591741,168.0750366,146.8455008
10,780,2,2,355.4591741,168.0750366,146.8455008
10,790,2,2,355.4591741,168.0750366,146.8455008
10,800,2,2,355.4591741,168.0750366,146.8455008
10,810,2,2,355.4591741,168.0750366,146.8455008
10,820,2,2,355.4591741,168.0750366,146.8455008
10,830,2,2,355.4591741,168.0750366,146.8455008
10,840,2,2,355.4591741,168.0750366,146.8455008
10,850,2,2,355.4591741,168.0750366,146.8455008
10,860,2,2,355.4591741,168.0750366,146.8455008
10,870,2,2,355.4591741,168.0750366,146.8455008
10,880,2,2,355.4591741,168.0750366,146.8455008
10,890,2,2,355.4591741,168.0750366,146.8455008
10,900,2,2,355.4591741,168.0750366,146.8455008
10,910,2,2,355.4591741,168.0750366,146.8455008
10,920,2,2,355.4591741,168.0750366,146.8455008
10,930,2,2,355.4591741,168.0750366,146.8455008
10,940,2,2,355.4591741,168.0750366,146.8455008
10,950,2,2,355.4591741,168.0750366,146.8455008
10,960,2,2,355.4591741,168.0750366,146.8455008
10,970,2,2,355.4591741,168.0750366,146.8455008
10,980,2,2,355.4591741,168.0750366,146.8455008
10,990,2,2,355.4591741,168.0750366,146.8455008
10,1000,2,2,355.4591741,168.0750366,146.8455008
10,1010,2,30,39.21251045,138.4790456,166.2622291
10,1020,2,30,39.21251045,138.4790456,166.2622291
10,1030,2,30,39.21251045,138.4790456,166.2622291
10,1040,2,30,39.21251045,138.4790456,166.2622291
10,1050,2,30,39.21251045,138.4790456,166.2622291
10,1060,2,30,39.21251045,138.4790456,166.2622291
10,1070,2,30,39.21251045,138.4790456,166.2622291
10,1080,2,10,85.90265056,123.7552208,207.8502312
10,1090,2,10,85.90265056,123.7552208,207.8502312
10,1100,2,10,85.90265056,123.7552208,207.8502312
10,1110,2,1,193.0525107,160.8782043,327.1967321
10,1120,2,1,193.0525107,160.8782043,327.1967321
10,1130,2,1,193.0525107,160.8782043,327.1967321
10,1140,2,1,193.0525107,160.8782043,327.1967321
10,1150,2,1,193.0525107,160.8782043,327.1967321
10,1160,2,1,193.0525107,160.8782043,327.1967321
10,1170,2,1,193.0525107,160.8782043,327.1967321
10,1180,2,1,193.0525107,160.8782043,327.1967321
10,1190,2,1,193.0525107,160.8782043,327.1967321
10,1200,2,5,166.9964009,142.3835293,281.2534259
10,1210,2,5,166.9964009,142.3835293,281.2534259
10,1220,2,5,166.9964009,142.3835293,281.2534259
10,1230,2,5,166.9964009,142.3835293,281.2534259
10,1240,2,5,166.9964009,142.3835293,281.2534259
10,1250,2,5,166.9964009,142.3835293,281.2534259
10,1260,2,5,166.9964009,142.3835293,281.2534259
10,1270,2,5,166.9964009,142.3835293,281.2534259
10,1280,2,5,166.9964009,142.3835293,281.2534259
10,1290,2,5,166.9964009,142.3835293,281.2534259
10,1300,2,5,166.9964009,142.3835293,281.2534259
10,1310,2,5,166.9964009,142.3835293,281.2534259
10,1320,2,5,166.9964009,142.3835293,281.2534259
10,1330,2,5,166.9964009,142.3835293,281.2534259
10,1340,2,5,166.9964009,142.3835293,281.2534259
10,1350,2,5,166.9964009,142.3835293,281.2534259
10,1360,2,7,36.11479652,164.6851317,190.994897
10,1370,2,7,36.11479652,164.6851317,190.994897
10,1380,2,7,36.11479652,164.6851317,190.994897
10,1390,2,7,36.11479652,164.6851317,190.994897
10,1400,2,7,36.11479652,164.6851317,190.994897
10,1410,2,7,36.11479652,164.6851317,190.994897
10,1420,2,7,36.11479652,164.6851317,190.994897
10,1430,2,7,36.11479652,164.6851317,190.994897
10,1440,2,7,36.11479652,164.6851317,190.994897
10,1450,2,7,36.11479652,164.6851317,190.994897
10,1460,2,7,36.11479652,164.6851317,190.994897
10,1470,2,7,36.11479652,164.6851317,190.994897
10,1480,2,22,167.087093,143.2481907,281.3054111
10,1490,2,22,167.087093,143.2481907,281.3054111
10,1500,2,22,167.087093,143.2481907,281.3054111
10,1510,2,22,167.087093,143.2481907,281.3054111
10,1520,2,22,167.087093,143.2481907,281.3054111
10,1530,2,22,167.087093,143.2481907,281.3054111
10,1540,2,6,37.39133565,137.3221655,163.9789101
10,1550,2,6,37.39133565,137.3221655,163.9789101
10,1560,2,6,37.39133565,137.3221655,163.9789101
10,1570,2,6,37.39133565,137.3221655,163.9789101
10,1580,2,6,37.39133565,137.3221655,163.9789101
10,1590,2,6,37.39133565,137.3221655,163.9789101
10,1600,2,6,37.39133565,137.3221655,163.9789101
10,1610,2,6,37.39133565,137.3221655,163.9789101
10,1620,2,13,60.96208153,130.3775903,173.9060003
10,1630,2,13,60.96208153,130.3775903,173.9060003
10,1640,2,13,60.96208153,130.3775903,173.9060003
10,1650,2,19,69.5064471,156.8473176,208.6924896
10,1660,2,19,69.5064471,156.8473176,208.6924896
10,1670,2,19,69.5064471,156.8473176,208.6924896
10,1680,2,19,69.5064471,156.8473176,208.6924896
10,1690,2,19,69.5064471,156.8473176,208.6924896
10,1700,2,19,69.5064471,156.8473176,208.6924896
10,1710,2,19,69.5064471,156.8473176,208.6924896
10,1720,2,19,69.5064471,156.8473176,208.6924896
10,1730,2,19,69.5064471,156.8473176,208.6924896
10,1740,2,19,69.5064471,156.8473176,208.6924896
10,1750,2,19,69.5064471,156.8473176,208.6924896
10,1760,2,19,69.5064471,156.8473176,208.6924896
10,1770,2,19,69.5064471,156.8473176,208.6924896
10,1780,2,19,69.5064471,156.8473176,208.6924896
10,1790,2,19,69.5064471,156.8473176,208.6924896
10,1800,2,19,69.5064471,156.8473176,208.6924896
10,1810,2,19,69.5064471,156.8473176,208.6924896
10,1820,2,19,69.5064471,156.8473176,208.6924896
20,100,2,26,4.722248916,127.666674,178.7122321
20,110,2,26,4.722248916,127.666674,178.7122321
20,120,2,26,4.722248916,127.666674,178.7122321
20,130,2,26,4.722248916,127.666674,178.7122321
20,140,2,26,4.722248916,127.666674,178.7122321
20,150,2,26,4.722248916,127.666674,178.7122321
20,160,2,26,4.722248916,127.666674,178.7122321
20,170,2,26,4.722248916,127.666674,178.7122321
20,180,2,26,4.722248916,127.666674,178.7122321
20,190,2,26,4.722248916,127.666674,178.7122321
20,200,2,26,4.722248916,127.666674,178.7122321
20,210,2,26,4.722248916,127.666674,178.7122321
20,220,2,26,4.722248916,127.666674,178.7122321
20,230,2,26,4.722248916,127.666674,178.7122321
20,240,2,26,4.722248916,127.666674,178.7122321
20,250,2,26,4.722248916,127.666674,178.7122321
20,260,2,8,74.10726756,160.0466579,202.3001954
20,270,2,8,74.10726756,160.0466579,202.3001954
20,280,2,8,74.10726756,160.0466579,202.3001954
20,290,2,8,74.10726756,160.0466579,202.3001954
20,300,2,8,74.10726756,160.0466579,202.3001954
20,310,2,8,74.10726756,160.0466579,202.3001954
20,320,2,11,221.4885537,167.1040082,332.0281943
20,330,2,11,221.4885537,167.1040082,332.0281943
20,340,2,3,158.1258476,168.5116458,306.8415826
20,350,2,3,158.1258476,168.5116458,306.8415826
20,360,2,3,158.1258476,168.5116458,306.8415826
20,370,2,3,158.1258476,168.5116458,306.8415826
20,380,2,3,158.1258476,168.5116458,306.8415826
20,390,2,3,158.1258476,168.5116458,306.8415826
20,400,2,3,158.1258476,168.5116458,306.8415826
20,410,2,3,158.1258476,168.5116458,306.8415826
20,420,2,41,355.2434514,136.5522163,130.7697434
20,430,2,41,355.2434514,136.5522163,130.7697434
20,440,2,41,355.2434514,136.5522163,130.7697434
20,450,2,41,355.2434514,136.5522163,130.7697434
20,460,2,41,355.2434514,136.5522163,130.7697434
20,470,2,41,355.2434514,136.5522163,130.7697434
20,480,2,41,355.2434514,136.5522163,130.7697434
20,490,2,41,355.2434514,136.5522163,130.7697434
20,500,2,41,355.2434514,136.5522163,130.7697434
20,510,2,53,184.1129684,153.0062619,321.4970961
20,520,2,53,184.1129684,153.0062619,321.4970961
20,530,2,53,184.1129684,153.0062619,321.4970961
20,540,2,53,184.1129684,153.0062619,321.4970961
20,550,2,53,184.1129684,153.0062619,321.4970961
20,560,2,53,184.1129684,153.0062619,321.4970961
20,570,2,53,184.1129684,153.0062619,321.4970961
20,580,2,17,355.2368276,135.9688594,130.7287208
20,590,2,17,355.2368276,135.9688594,130.7287208
20,600,2,17,355.2368276,135.9688594,130.7287208
20,610,2,9,184.2079763,153.3048316,321.5443341
20,620,2,9,184.2079763,153.3048316,321.5443341
20,630,2,9,184.2079763,153.3048316,321.5443341
20,640,2,17,355.2368276,135.9688594,130.7287208
20,650,2,17,355.2368276,135.9688594,130.7287208
20,660,2,17,355.2368276,135.9688594,130.7287208
20,670,2,17,355.2368276,135.9688594,130.7287208
20,680,2,17,355.2368276,135.9688594,130.7287208
20,690,2,17,355.2368276,135.9688594,130.7287208
20,700,2,17,355.2368276,135.9688594,130.7287208
20,710,2,17,355.2368276,135.9688594,130.7287208
20,720,2,17,355.2368276,135.9688594,130.7287208
20,730,2,17,355.2368276,135.9688594,130.7287208
20,740,2,17,355.2368276,135.9688594,130.7287208
20,750,2,17,355.2368276,135.9688594,130.7287208
20,760,2,25,244.4982789,158.781228,9.511293645
20,770,2,25,244.4982789,158.781228,9.511293645
20,780,2,2,355.4591741,168.0750366,146.8455008
20,790,2,2,355.4591741,168.0750366,146.8455008
20,800,2,2,355.4591741,168.0750366,146.8455008
20,810,2,2,355.4591741,168.0750366,146.8455008
20,820,2,2,355.4591741,168.0750366,146.8455008
20,830,2,2,355.4591741,168.0750366,146.8455008
20,840,2,2,355.4591741,168.0750366,146.8455008
20,850,2,33,138.5140188,141.4780149,233.7920501
20,860,2,33,138.5140188,141.4780149,233.7920501
20,870,2,2,355.4591741,168.0750366,146.8455008
20,880,2,2,355.4591741,168.0750366,146.8455008
20,890,2,33,138.5140188,141.4780149,233.7920501
20,900,2,2,355.4591741,168.0750366,146.8455008
20,910,2,2,355.4591741,168.0750366,146.8455008
20,920,2,2,355.4591741,168.0750366,146.8455008
20,930,2,2,355.4591741,168.0750366,146.8455008
20,940,2,2,355.4591741,168.0750366,146.8455008
20,950,2,2,355.4591741,168.0750366,146.8455008
20,960,2,2,355.4591741,168.0750366,146.8455008
20,970,2,2,355.4591741,168.0750366,146.8455008
20,980,2,2,355.4591741,168.0750366,146.8455008
20,990,2,2,355.4591741,168.0750366,146.8455008
20,1000,2,30,39.21251045,138.4790456,166.2622291
20,1010,2,30,39.21251045,138.4790456,166.2622291
20,1020,2,30,39.21251045,138.4790456,166.2622291
20,1030,2,30,39.21251045,138.4790456,166.2622291
20,1040,2,30,39.21251045,138.4790456,166.2622291
20,1050,2,30,39.21251045,138.4790456,166.2622291
20,1060,2,30,39.21251045,138.4790456,166.2622291
20,1070,2,30,39.21251045,138.4790456,166.2622291
20,1080,2,30,39.21251045,138.4790456,166.2622291
20,1090,2,10,85.90265056,123.7552208,207.8502312
20,1100,2,10,85.90265056,123.7552208,207.8502312
20,1110,2,10,85.90265056,123.7552208,207.8502312
20,1120,2,10,85.90265056,123.7552208,207.8502312
20,1130,2,1,193.0525107,160.8782043,327.1967321
20,1140,2,1,193.0525107,160.8782043,327.1967321
20,1150,2,1,193.0525107,160.8782043,327.1967321
20,1160,2,4,22.12624922,150.946309,120.5838506
20,1170,2,4,22.12624922,150.946309,120.5838506
20,1180,2,4,22.12624922,150.946309,120.5838506
20,1190,2,31,264.7003486,152.2315259,62.78512843
20,1200,2,31,264.7003486,152.2315259,62.78512843
20,1210,2,5,166.9964009,142.3835293,281.2534259
20,1220,2,5,166.9964009,142.3835293,281.2534259
20,1230,2,5,166.9964009,142.3835293,281.2534259
20,1240,2,5,166.9964009,142.3835293,281.2534259
20,1250,2,5,166.9964009,142.3835293,281.2534259
20,1260,2,5,166.9964009,142.3835293,281.2534259
20,1270,2,5,166.9964009,142.3835293,281.2534259
20,1280,2,5,166.9964009,142.3835293,281.2534259
20,1290,2,5,166.9964009,142.3835293,281.2534259
20,1300,2,5,166.9964009,142.3835293,281.2534259
20,1310,2,5,166.9964009,142.3835293,281.2534259
20,1320,2,5,166.9964009,142.3835293,281.2534259
20,1330,2,5,166.9964009,142.3835293,281.2534259
20,1340,2,5,166.9964009,142.3835293,281.2534259
20,1350,2,5,166.9964009,142.3835293,281.2534259
20,1360,2,7,36.11479652,164.6851317,190.994897
20,1370,2,7,36.11479652,164.6851317,190.994897
20,1380,2,7,36.11479652,164.6851317,190.994897
20,1390,2,7,36.11479652,164.6851317,190.994897
20,1400,2,7,36.11479652,164.6851317,190.994897
20,1410,2,7,36.11479652,164.6851317,190.994897
20,1420,2,7,36.11479652,164.6851317,190.994897
20,1430,2,7,36.11479652,164.6851317,190.994897
20,1440,2,7,36.11479652,164.6851317,190.994897
20,1450,2,7,36.11479652,164.6851317,190.994897
20,1460,2,7,36.11479652,164.6851317,190.994897
20,1470,2,7,36.11479652,164.6851317,190.994897
20,1480,2,22,167.087093,143.2481907,281.3054111
20,1490,2,22,167.087093,143.2481907,281.3054111
20,1500,2,22,167.087093,143.2481907,281.3054111
20,1510,2,22,167.087093,143.2481907,281.3054111
20,1520,2,22,167.087093,143.2481907,281.3054111
20,1530,2,22,167.087093,143.2481907,281.3054111
20,1540,2,22,167.087093,143.2481907,281.3054111
20,1550,2,6,37.39133565,137.3221655,163.9789101
20,1560,2,6,37.39133565,137.3221655,163.9789101
20,1570,2,6,37.39133565,137.3221655,163.9789101
20,1580,2,6,37.39133565,137.3221655,163.9789101
20,1590,2,6,37.39133565,137.3221655,163.9789101
20,1600,2,6,37.39133565,137.3221655,163.9789101
20,1610,2,6,37.39133565,137.3221655,163.9789101
20,1620,2,13,60.96208153,130.3775903,173.9060003
20,1630,2,13,60.96208153,130.3775903,173.9060003
20,1640,2,13,60.96208153,130.3775903,173.9060003
20,1650,2,13,60.96208153,130.3775903,173.9060003
20,1660,2,19,69.5064471,156.8473176,208.6924896
20,1670,2,19,69.5064471,156.8473176,208.6924896
20,1680,2,19,69.5064471,156.8473176,208.6924896
20,1690,2,19,69.5064471,156.8473176,208.6924896
20,1700,2,19,69.5064471,156.8473176,208.6924896
20,1710,2,19,69.5064471,156.8473176,208.6924896
20,1720,2,19,69.5064471,156.8473176,208.6924896
20,1730,2,19,69.5064471,156.8473176,208.6924896
20,1740,2,19,69.5064471,156.8473176,208.6924896
20,1750,2,19,69.5064471,156.8473176,208.6924896
20,1760,2,19,69.5064471,156.8473176,208.6924896
20,1770,2,19,69.5064471,156.8473176,208.6924896
20,1780,2,19,69.5064471,156.8473176,208.6924896
20,1790,2,19,69.5064471,156.8473176,208.6924896
20,1800,2,19,69.5064471,156.8473176,208.6924896
20,1810,2,19,69.5064471,156.8473176,208.6924896
20,1820,2,19,69.5064471,156.8473176,208.6924896
30,100,2,26,4.722248916,127.666674,178.7122321
30,110,2,26,4.722248916,127.666674,178.7122321
30,120,2,26,4.722248916,127.666674,178.7122321
30,130,2,26,4.722248916,127.666674,178.7122321
30,140,2,26,4.722248916,127.666674,178.7122321
30,150,2,26,4.722248916,127.666674,178.7122321
30,160,2,26,4.722248916,127.666674,178.7122321
30,170,2,26,4.722248916,127.666674,178.7122321
30,180,2,26,4.722248916,127.666674,178.7122321
30,190,2,26,4.722248916,127.666674,178.7122321
30,200,2,26,4.722248916,127.666674,178.7122321
